Age,Weight,HeartRate,Gender,Duration_minutes,AnklePain,HipPain,BackPain,LegPain,NeckPain,Walking,Weights,Jogging,Squats,Gym
22,76,98,Female,94,0,1,1,0,1,1,0,1,0,1
37,59,107,Male,81,0,1,0,1,1,0,0,1,1,0
38,46,110,Male,65,0,0,1,1,0,1,0,0,0,1
44,70,109,Male,101,0,0,1,0,1,0,0,1,1,1
21,49,102,Female,86,0,0,1,0,1,1,1,0,0,0
29,78,84,Male,50,0,1,1,0,1,0,1,0,0,0
27,70,112,Male,72,0,0,1,0,1,1,0,0,1,0
34,64,69,Male,53,0,0,1,0,0,1,0,1,1,1
28,69,107,Female,95,1,1,1,0,1,0,0,0,0,1
19,65,117,Female,82,0,1,1,1,1,0,0,1,1,0
37,77,113,Male,84,0,0,1,0,0,0,0,1,1,0
39,70,118,Male,112,0,0,1,0,1,1,0,1,1,1
34,73,112,Female,118,1,0,1,0,1,1,1,0,0,1
35,58,109,Female,89,0,0,1,0,1,0,1,1,0,0
32,70,90,Male,62,1,0,0,1,1,1,0,0,0,1
27,62,79,Female,63,1,1,0,1,1,0,0,1,0,0
32,60,88,Female,48,0,1,0,0,0,0,1,0,1,0
36,65,118,Female,59,0,1,1,1,0,1,1,1,0,0
44,63,109,Female,78,1,0,1,1,0,0,0,1,1,1
35,78,104,Female,99,1,1,1,1,1,0,1,0,0,0
20,80,104,Male,52,1,1,0,1,1,0,1,1,1,1
23,66,89,Male,109,0,1,1,0,0,1,0,0,0,0
41,80,106,Female,108,0,1,1,1,1,1,0,0,1,0
20,55,100,Female,107,0,1,0,0,0,1,1,0,0,0
29,52,88,Male,48,1,1,0,1,1,0,0,0,1,0
23,52,93,Female,63,0,0,1,0,1,1,0,0,1,1
21,57,109,Female,112,1,1,0,0,1,0,1,1,0,1
36,57,108,Female,103,0,0,1,1,0,0,1,0,0,1
21,47,83,Male,82,0,0,0,0,1,0,0,0,1,0
21,53,86,Male,116,1,0,0,1,1,1,1,1,0,0
20,79,75,Male,78,1,1,1,1,1,1,1,0,0,0
35,77,95,Female,90,0,0,1,1,0,0,1,0,0,0
21,63,76,Female,113,1,0,1,0,0,1,1,1,1,0
37,46,83,Female,70,0,0,1,1,0,0,1,0,0,0
25,56,84,Female,109,0,1,0,1,0,0,0,0,1,1
36,66,115,Male,68,0,0,0,1,1,1,1,0,1,0
20,56,114,Female,84,0,0,1,1,0,1,0,1,0,1
33,45,70,Female,51,0,1,0,0,1,1,1,1,1,1
41,78,109,Male,81,0,0,1,0,0,1,1,0,1,0
25,54,75,Female,76,0,0,0,1,1,1,0,0,1,0
25,53,104,Male,113,0,0,1,1,1,1,1,1,0,0
30,59,119,Female,90,1,1,1,1,0,1,1,0,0,0
43,60,81,Male,97,0,0,0,1,1,0,1,1,0,1
28,66,117,Male,89,0,0,0,1,1,0,0,0,0,1
32,64,96,Male,119,0,1,1,0,1,0,1,1,1,0
22,52,112,Male,81,0,0,0,1,0,1,0,0,0,0
38,79,93,Female,65,1,0,1,1,1,1,0,0,1,0
19,61,104,Female,94,1,0,1,1,1,0,0,0,1,1
40,56,82,Male,87,0,0,0,0,0,0,0,1,0,0
37,56,119,Male,99,1,0,1,1,0,0,1,0,0,0
35,74,78,Male,104,1,1,1,1,0,0,1,1,1,1
43,71,116,Female,94,0,0,0,1,0,1,1,0,1,1
21,51,81,Male,111,0,1,1,1,1,1,0,0,0,1
23,54,86,Male,84,0,1,0,1,1,0,1,0,1,0
19,73,110,Female,119,0,1,1,1,1,1,1,1,1,1
39,45,88,Male,99,1,0,0,0,1,0,0,1,0,0
26,76,84,Female,111,1,0,0,0,1,1,1,0,1,0
37,72,93,Female,74,1,1,0,0,0,1,0,0,0,0
28,73,106,Female,106,0,1,1,1,0,1,0,0,0,0
43,59,80,Female,52,1,0,0,1,1,1,0,0,1,0
40,74,113,Female,100,0,0,0,0,1,1,0,1,1,0
25,80,99,Female,47,1,1,1,1,1,1,1,1,0,1
20,63,102,Female,112,1,0,1,1,0,0,0,0,0,1
25,57,91,Male,106,0,1,1,1,0,0,0,1,1,1
40,73,71,Male,79,1,1,1,1,0,1,0,0,1,1
37,51,93,Male,90,0,0,0,1,1,0,0,0,0,0
40,46,100,Male,115,0,0,1,1,1,1,1,1,1,1
23,56,78,Female,105,0,0,1,1,0,0,1,1,1,1
24,73,91,Male,73,0,0,0,1,0,1,1,0,1,0
25,74,83,Female,84,1,0,1,1,0,0,1,0,1,1
40,68,85,Female,82,1,1,0,1,0,1,0,1,0,1
44,81,104,Male,83,0,1,1,1,0,0,0,0,1,0
37,68,96,Male,92,1,1,0,1,0,0,1,0,0,1
25,67,119,Female,51,1,0,1,0,0,1,0,0,1,1
38,59,100,Female,49,0,0,1,1,0,0,0,1,1,1
43,76,70,Male,102,1,0,0,1,0,1,1,0,0,0
42,71,85,Male,110,1,0,1,0,1,0,1,1,0,0
34,55,96,Female,59,1,0,1,1,0,0,0,0,1,0
33,81,97,Male,113,1,0,0,0,1,0,0,1,1,0
39,47,109,Male,114,0,0,1,0,1,0,0,0,1,0
19,59,104,Male,113,0,1,1,1,0,1,0,0,0,0
20,52,103,Female,63,0,0,1,1,0,1,0,0,0,0
25,48,115,Male,103,0,0,0,1,1,0,1,0,0,0
21,50,81,Male,115,1,0,1,1,1,1,1,1,1,0
19,66,95,Male,115,1,0,1,0,0,0,1,0,0,0
41,61,94,Female,106,0,1,1,1,1,0,1,0,0,1
30,62,71,Male,89,1,1,1,0,1,0,1,1,1,1
28,78,92,Female,83,1,0,1,1,0,1,1,0,1,0
23,45,106,Female,98,1,0,0,0,1,1,0,1,1,1
26,46,90,Female,70,1,1,1,1,1,0,0,1,1,0
42,59,108,Male,46,1,0,1,1,0,0,0,0,1,1
38,79,109,Female,78,0,0,0,1,0,1,0,0,0,1
32,54,103,Female,66,1,1,1,1,1,1,0,1,1,0
34,79,117,Male,82,1,0,1,1,0,1,0,1,1,0
37,67,69,Female,109,1,0,0,0,0,0,0,1,1,0
38,68,69,Female,74,0,0,0,0,0,0,1,1,0,0
24,61,101,Female,109,0,1,0,1,0,1,0,1,0,0
28,67,104,Male,94,1,0,1,0,0,1,0,0,0,1
28,60,102,Female,89,0,0,1,1,1,0,1,1,1,1
33,77,92,Male,84,1,1,0,0,1,1,1,0,0,1
25,66,92,Female,97,0,0,0,0,1,0,1,1,0,1
33,61,108,Male,111,1,1,0,1,0,0,0,1,0,1
31,76,112,Female,60,1,1,0,1,1,0,0,1,1,1
29,68,90,Male,81,1,1,1,1,0,0,1,1,1,1
33,59,104,Female,51,0,1,0,0,0,1,1,1,0,0
28,47,83,Male,83,1,1,1,0,1,0,0,1,0,0
39,50,70,Male,83,0,1,0,0,1,0,0,0,0,0
38,52,94,Female,109,0,0,1,1,0,0,1,0,1,1
34,57,112,Female,52,1,1,0,1,1,1,0,0,0,1
31,79,71,Female,106,0,1,1,1,1,1,1,1,0,0
26,45,118,Female,79,0,1,1,0,0,1,1,1,1,1
38,73,104,Female,52,0,1,0,0,1,1,1,1,1,0
21,52,91,Female,77,1,1,1,0,0,0,1,0,0,1
22,61,100,Male,116,0,0,0,1,0,1,1,0,0,1
24,80,74,Male,67,0,1,1,0,1,1,1,0,0,1
26,77,93,Male,54,0,1,1,0,1,1,1,0,0,0
19,73,89,Female,47,0,1,0,1,0,1,1,0,0,0
44,71,113,Female,119,0,1,0,1,1,0,1,1,1,1
35,52,73,Female,62,0,0,0,1,1,0,0,1,0,1
39,63,87,Female,46,0,0,0,0,1,1,1,0,0,0
26,50,100,Male,110,1,1,0,0,1,0,0,0,1,1
36,69,100,Female,45,1,0,0,0,0,0,1,1,0,1
43,61,108,Male,45,1,1,1,1,0,1,1,1,0,0
21,70,112,Male,60,1,0,1,0,1,0,0,1,0,0
19,72,91,Female,64,1,1,1,1,1,1,1,1,0,0
34,50,72,Male,68,0,1,0,1,1,1,1,0,0,0
36,47,116,Female,78,0,0,1,0,0,1,1,1,1,0
30,51,79,Female,50,0,1,1,0,0,0,0,1,1,1
25,71,85,Male,90,0,0,0,0,1,1,1,0,0,0
35,56,87,Male,85,0,0,0,0,0,0,0,0,0,0
24,55,93,Male,78,1,0,1,1,0,1,1,0,1,0
36,81,96,Male,71,1,1,0,0,1,1,0,1,0,1
27,51,81,Female,93,0,0,0,1,0,1,1,0,1,1
27,55,115,Female,117,0,0,0,0,1,0,1,0,0,0
22,75,97,Male,80,1,1,0,1,0,0,0,1,1,0
40,52,70,Female,103,0,0,1,1,0,0,1,0,0,0
38,70,105,Female,63,0,1,1,1,1,1,1,0,0,0
29,59,114,Female,85,0,0,0,0,0,0,0,0,0,1
29,58,93,Male,63,1,0,0,0,0,1,0,1,1,0
42,69,85,Female,51,1,1,0,0,0,1,1,1,1,0
40,46,116,Female,84,1,1,0,1,1,0,0,0,0,0
43,71,114,Male,73,0,0,1,0,0,0,1,1,0,0
41,54,79,Male,87,1,0,1,0,0,1,0,0,1,0
39,63,89,Male,81,1,1,1,0,0,0,0,1,0,1
41,49,94,Male,65,1,0,0,0,1,1,0,1,1,1
41,68,117,Female,56,1,0,0,1,0,0,1,0,1,1
41,51,117,Female,69,1,0,0,1,1,0,0,1,1,0
42,76,111,Female,68,0,0,0,1,0,0,1,0,0,1
20,79,100,Male,59,1,1,0,0,1,1,0,1,1,1
21,72,97,Male,118,0,1,1,0,0,1,1,1,1,1
34,67,85,Female,50,1,1,0,0,1,0,0,0,1,0
34,48,98,Male,79,0,1,1,1,1,0,0,0,1,0
36,65,112,Male,90,1,1,1,1,0,0,1,0,1,0
33,81,105,Female,78,1,0,1,0,0,1,0,0,0,0
29,67,76,Female,86,0,0,0,1,0,0,0,0,1,1
39,54,84,Male,112,0,0,1,0,1,1,1,1,1,0
32,79,79,Female,58,1,0,1,0,1,1,1,1,1,0
21,68,103,Female,48,0,0,0,1,1,1,1,0,0,0
44,72,94,Male,52,1,0,0,1,0,0,1,1,1,1
28,77,93,Male,89,1,0,1,0,0,1,0,0,1,0
38,67,116,Female,75,1,0,0,0,1,0,0,1,1,1
29,71,101,Female,99,1,0,1,1,0,1,0,1,1,1
32,46,94,Female,80,1,0,1,1,1,0,0,0,0,0
35,47,105,Female,70,1,0,0,1,1,0,1,0,0,1
33,55,113,Female,73,1,1,0,0,1,0,0,1,1,1
27,77,87,Male,53,1,0,1,0,1,1,1,0,1,1
43,65,79,Female,49,0,0,1,1,1,0,1,1,0,1
20,81,115,Male,56,0,0,0,1,1,0,0,1,1,1
19,59,93,Female,108,1,1,1,0,0,0,1,1,1,0
34,70,106,Female,75,1,1,1,0,0,0,0,1,1,1
23,74,93,Female,66,0,1,1,0,1,1,0,1,1,0
30,75,109,Female,99,0,1,0,1,0,1,0,1,0,1
41,66,90,Female,67,1,0,1,0,1,1,1,1,0,1
20,80,89,Male,58,1,1,0,0,0,1,1,0,0,0
24,54,106,Female,95,1,0,1,0,1,0,1,1,1,0
43,50,82,Female,62,0,1,0,1,1,0,1,1,1,1
29,63,89,Male,88,0,0,0,1,0,0,0,0,1,0
41,55,80,Male,68,0,1,0,1,1,1,1,1,1,1
21,58,106,Male,104,0,1,0,0,1,1,0,1,0,0
32,75,108,Male,96,0,0,0,1,0,1,1,0,1,1
36,63,77,Female,108,1,0,0,0,0,0,1,1,1,1
22,72,119,Female,60,0,1,1,1,1,1,1,1,0,0
41,45,70,Male,98,0,0,0,0,0,1,0,1,1,1
33,50,94,Female,47,1,0,1,1,0,0,0,1,1,1
43,64,115,Male,103,1,0,1,1,1,1,0,1,1,1
22,65,109,Male,80,1,1,1,0,1,1,0,1,1,1
27,79,112,Female,110,0,0,0,1,1,0,1,1,1,1
20,57,116,Female,76,0,0,1,1,0,1,1,1,1,1
43,48,82,Male,53,1,1,0,1,1,0,0,1,0,0
19,66,102,Male,64,1,0,1,1,0,1,0,0,0,1
19,76,113,Female,115,0,0,0,1,1,1,0,1,1,0
31,56,112,Female,114,1,0,1,0,0,1,1,1,1,1
25,52,118,Male,103,1,0,0,0,1,0,1,0,0,1
39,74,72,Female,106,1,0,0,0,0,1,1,1,0,1
39,48,72,Female,101,1,0,1,0,1,0,0,0,0,1
28,68,75,Male,45,1,1,1,0,0,0,0,0,1,1
29,79,110,Female,53,1,1,0,1,0,1,0,1,0,1
31,78,113,Male,50,0,1,0,1,0,1,0,1,1,1
23,75,75,Female,60,0,0,0,0,1,0,0,0,0,1
23,74,100,Male,84,0,1,0,0,0,1,1,0,0,0
44,64,95,Female,65,0,1,0,1,0,1,1,0,1,1
32,47,74,Male,94,0,1,1,1,1,0,0,0,1,0
35,64,81,Male,91,0,1,0,0,0,1,1,1,1,0
23,62,93,Male,87,1,1,1,0,1,1,1,0,1,0
41,53,99,Female,101,1,0,0,1,0,0,1,1,0,1
20,57,114,Female,48,0,1,0,0,1,0,1,1,0,0
26,46,95,Female,70,1,1,1,0,1,0,0,0,0,0
28,56,86,Male,65,1,1,0,0,0,1,0,1,0,0
25,60,84,Female,110,1,1,0,1,1,1,1,1,1,1
19,63,95,Female,112,0,0,1,0,1,1,0,1,1,1
23,79,95,Male,76,1,1,0,0,1,0,1,0,1,1
34,59,77,Female,78,1,0,0,1,1,0,0,0,0,0
22,68,117,Male,78,1,0,0,1,0,0,0,0,0,1
41,74,116,Male,60,1,1,0,1,0,0,1,0,0,0
36,49,73,Male,97,1,0,0,1,0,0,0,1,1,0
36,81,97,Male,50,0,1,1,1,1,1,1,0,0,0
28,47,111,Female,60,1,0,0,0,0,0,0,1,0,0
19,58,80,Male,46,1,1,1,1,1,1,1,1,1,0
22,66,110,Female,86,1,1,1,1,0,0,1,0,1,0
19,57,79,Female,89,0,1,1,1,0,1,0,1,1,0
41,75,98,Female,91,1,0,0,0,0,1,0,0,1,1
42,57,108,Male,101,1,1,1,1,0,0,1,0,0,0
44,81,98,Male,96,0,0,1,1,1,0,1,1,1,0
39,67,93,Female,62,0,0,1,1,1,0,0,0,1,0
28,49,82,Female,111,0,0,1,0,1,0,1,0,0,1
36,68,73,Male,49,0,0,0,0,1,0,1,0,1,0
27,46,116,Male,102,1,0,0,0,0,0,1,1,0,1
41,80,116,Male,118,1,1,0,1,1,0,1,1,0,1
37,59,104,Female,102,1,1,0,0,0,1,0,1,1,1
29,78,79,Female,83,1,0,1,1,0,1,1,0,0,0
40,66,105,Female,95,0,1,1,1,0,1,0,0,0,1
39,72,108,Female,46,0,1,0,1,0,0,0,0,0,1
29,67,112,Male,95,0,1,1,0,1,0,1,1,0,1
43,69,86,Male,47,1,1,0,0,1,1,0,0,1,0
40,54,109,Male,83,0,1,1,0,0,1,1,0,1,1
26,53,91,Male,63,0,1,0,1,1,0,0,1,1,1
43,60,100,Female,47,0,1,0,1,1,0,0,1,0,0
21,72,108,Male,118,1,0,0,0,1,0,0,1,1,1
22,68,112,Female,86,1,1,0,1,0,1,0,1,1,1
29,79,71,Female,45,1,1,0,0,0,1,0,0,1,0
22,53,110,Female,55,0,1,1,0,1,1,0,0,0,0
25,56,117,Female,111,0,1,1,1,0,1,1,0,0,0
29,78,93,Male,50,0,0,0,0,0,0,0,0,0,0
30,47,75,Male,84,0,0,1,1,1,1,1,0,0,1
43,54,89,Male,85,0,1,0,1,0,0,1,0,0,0
24,49,75,Male,107,1,0,1,0,1,0,1,1,1,0
37,47,110,Male,87,1,1,0,1,0,0,1,1,1,0
41,75,91,Female,109,0,1,1,1,0,1,1,1,1,0
40,64,91,Female,119,1,0,1,0,0,0,0,1,1,1
42,69,79,Male,61,0,1,0,1,0,1,0,1,1,0
35,59,75,Male,107,0,1,0,1,0,0,0,0,0,0
19,71,118,Male,90,0,0,1,1,1,0,0,0,0,1
34,58,98,Female,88,1,1,1,0,0,0,1,0,1,0
35,47,104,Female,46,0,0,1,1,0,0,0,0,0,0
28,72,97,Male,61,1,0,0,1,1,0,1,0,0,0
27,68,83,Female,73,0,1,1,1,1,0,0,1,0,1
37,72,81,Female,61,0,0,1,1,1,1,0,1,0,1
36,67,106,Male,62,1,0,0,0,0,0,0,1,0,0
35,80,82,Male,97,0,0,0,1,0,0,0,1,1,1
26,61,77,Male,82,1,1,0,0,1,1,0,0,0,1
34,62,87,Female,52,0,0,0,0,0,0,0,1,0,0
41,59,104,Female,106,1,0,1,0,1,0,1,1,0,0
23,64,77,Female,65,1,0,0,0,0,0,0,0,1,0
27,61,77,Female,100,1,0,0,1,1,0,1,1,1,0
20,46,76,Female,109,1,0,0,0,0,1,1,1,0,1
23,57,81,Male,76,1,0,1,0,0,1,1,0,1,0
35,45,110,Female,82,1,1,1,0,1,1,1,1,1,0
26,55,99,Female,100,1,1,1,0,0,0,0,0,1,0
26,81,107,Male,66,1,1,0,0,1,1,1,0,1,1
25,55,89,Female,92,1,1,1,0,1,0,1,1,0,0
25,70,83,Male,80,0,1,1,0,1,0,1,0,1,0
36,49,85,Male,102,1,1,1,1,0,0,0,1,0,0
29,52,69,Female,119,0,1,1,0,1,0,1,1,0,1
28,62,84,Female,107,1,0,0,0,0,0,0,1,0,1
25,48,108,Female,64,0,0,1,1,0,1,0,0,0,0
31,60,77,Male,103,1,1,0,0,0,1,1,0,0,0
24,77,88,Female,76,1,0,1,1,1,0,0,1,1,1
30,78,79,Female,87,0,1,0,1,0,0,1,1,1,0
43,50,74,Male,74,1,1,1,1,0,1,1,0,0,0
30,52,103,Female,85,1,1,1,1,0,0,0,1,0,0
44,77,71,Male,67,1,0,1,0,1,1,0,1,0,1
39,50,75,Male,110,1,0,0,1,0,1,1,1,0,0
33,57,100,Female,99,1,1,1,0,1,0,1,1,0,0
20,47,80,Male,96,0,1,1,1,1,0,1,0,1,1
21,62,112,Male,57,0,1,1,1,1,0,1,1,0,0
21,60,107,Female,91,1,1,0,0,0,1,0,1,0,0
29,68,72,Male,104,1,0,1,1,0,0,1,0,1,1
41,45,100,Male,62,0,1,0,1,1,1,1,0,1,1
36,76,111,Male,102,0,0,1,0,1,0,1,1,0,0
21,47,108,Male,47,0,0,0,1,0,0,1,1,1,1
26,49,108,Male,65,0,0,1,1,1,0,0,0,0,0
44,46,90,Male,96,1,0,0,1,0,1,1,1,1,0
32,71,94,Male,93,0,0,0,1,1,1,1,1,1,0
19,52,104,Female,69,0,0,1,0,1,0,1,0,0,1
32,80,115,Female,52,0,0,0,1,1,1,1,1,0,0
37,52,70,Male,114,0,1,0,0,0,1,1,1,1,0
39,46,82,Female,119,1,0,1,1,0,0,0,0,0,1
25,56,83,Female,51,0,1,1,0,0,0,1,0,0,0
30,45,95,Female,88,0,1,0,0,0,1,0,1,0,0
25,65,108,Male,83,1,0,1,1,1,1,0,1,0,0
19,74,106,Male,79,0,1,1,1,1,0,0,0,1,1
20,54,103,Male,81,1,0,1,1,1,0,1,0,0,1
26,76,91,Female,63,0,0,0,1,1,1,0,0,0,1
27,53,86,Male,94,1,1,1,0,1,1,0,0,1,0
40,60,84,Female,90,0,1,0,1,1,0,1,0,0,1
29,57,90,Female,110,0,1,1,0,0,1,0,0,0,0
24,69,83,Male,106,1,0,0,0,1,1,1,1,0,1
22,64,81,Female,103,1,0,0,0,0,1,0,1,1,0
34,65,102,Male,104,0,0,1,0,0,0,0,1,0,0
30,50,90,Male,108,1,1,0,1,0,1,0,1,1,1
34,65,113,Female,79,1,1,1,1,1,1,0,0,0,1
44,77,69,Female,68,1,0,1,1,0,0,1,0,0,1
25,51,87,Male,84,1,0,0,1,0,1,1,0,0,0
24,69,100,Male,90,1,0,0,0,1,0,0,0,0,0
43,80,70,Female,74,1,0,0,1,1,0,1,1,0,1
21,46,71,Female,110,0,1,1,1,1,0,0,0,1,1
23,58,101,Female,47,1,1,1,0,1,1,1,1,1,1
36,70,110,Male,61,0,1,1,0,0,0,0,0,0,0
22,69,117,Female,86,1,0,0,1,1,0,0,0,1,1
36,56,95,Female,61,0,1,1,0,0,1,1,0,1,1
37,54,93,Female,58,0,1,0,0,0,0,1,0,0,1
40,51,94,Male,101,0,0,1,0,1,0,1,1,0,1
28,49,92,Female,93,1,0,1,0,0,0,0,0,0,0
27,71,83,Female,91,1,0,0,0,0,1,1,0,1,0
23,51,110,Male,55,0,1,1,0,1,0,1,0,0,0
41,67,79,Male,91,0,0,1,0,1,1,0,1,1,1
40,75,102,Male,107,0,1,1,1,0,1,0,0,0,0
39,57,76,Male,58,1,0,0,0,0,0,0,0,0,1
27,53,105,Male,85,0,0,1,0,1,1,0,1,1,0
39,45,92,Female,45,1,0,0,1,1,1,0,1,1,0
23,78,82,Male,71,0,0,0,1,0,0,0,0,0,0
43,70,101,Female,84,0,1,0,1,1,1,0,1,0,0
31,53,96,Female,75,0,0,0,0,1,0,1,0,1,0
20,56,75,Female,85,0,1,0,1,1,1,1,1,1,0
35,55,119,Female,92,0,0,1,0,0,1,1,0,1,0
35,73,87,Female,68,0,1,0,0,1,1,0,1,1,1
36,57,99,Female,112,1,0,1,1,0,1,1,0,0,0
19,76,92,Male,84,0,1,0,0,0,0,1,1,0,0
23,65,118,Female,57,0,0,0,0,0,1,0,1,1,1
19,66,111,Female,67,1,1,0,1,1,0,1,0,1,0
36,59,84,Male,66,1,0,1,1,0,1,1,1,1,1
32,51,82,Female,100,1,1,0,1,0,1,0,0,0,0
44,47,93,Female,72,1,0,0,0,0,1,1,0,0,1
19,57,78,Male,49,1,1,0,1,1,0,1,0,1,1
42,78,93,Female,100,0,0,0,1,0,1,1,1,0,0
28,60,115,Male,84,1,0,0,0,1,0,0,0,1,0
40,75,104,Male,82,1,0,0,0,0,1,0,0,1,1
25,66,105,Female,80,1,0,1,0,0,0,1,0,1,0
24,51,90,Female,81,1,1,0,1,0,1,0,0,0,1
24,49,72,Female,75,1,1,0,1,0,0,0,0,1,0
35,62,98,Female,68,0,0,1,1,0,1,1,0,1,0
32,61,89,Male,117,0,0,0,0,0,0,1,1,0,0
23,67,108,Male,71,0,0,0,0,0,1,0,0,0,0
21,81,115,Male,53,0,0,0,1,0,0,1,0,0,0
21,61,118,Female,84,0,0,0,1,0,0,1,1,0,0
40,81,83,Male,72,1,1,0,1,1,0,1,0,1,0
42,81,104,Male,117,1,0,1,0,0,1,1,1,0,0
32,58,94,Female,116,0,0,1,0,0,0,0,1,0,1
44,65,119,Male,111,1,0,1,0,0,1,0,1,1,1
23,70,77,Female,109,0,1,0,1,1,1,1,1,0,0
39,65,86,Male,87,1,1,0,1,1,0,1,1,0,0
43,56,69,Male,118,1,1,0,1,1,0,0,0,1,0
30,70,88,Female,58,0,1,0,0,1,1,0,1,0,0
32,78,92,Male,61,1,1,0,1,1,1,1,0,0,1
37,57,109,Female,98,0,0,0,0,1,1,0,1,0,0
43,64,99,Female,99,1,1,1,0,1,1,0,1,0,1
30,47,109,Female,62,0,0,1,0,1,0,1,0,0,0
38,73,99,Male,77,1,1,1,0,1,0,0,1,0,0
29,68,84,Male,71,1,1,1,1,1,0,0,1,0,1
19,59,97,Male,77,1,1,1,0,1,0,0,1,1,1
26,76,88,Female,92,0,0,1,0,0,0,0,0,0,1
30,60,112,Female,61,1,0,0,1,1,0,1,1,0,0
30,77,100,Female,97,1,1,1,0,1,0,0,0,0,1
20,60,101,Female,86,0,1,0,1,1,1,1,1,1,0
27,52,117,Female,73,0,0,0,0,0,0,0,0,1,1
44,49,103,Female,68,1,0,0,1,1,0,0,1,0,1
21,56,71,Female,117,0,0,0,0,0,0,1,0,1,0
44,65,71,Male,80,1,0,0,1,1,0,1,1,1,1
30,50,93,Male,58,0,1,1,0,0,1,1,0,1,1
43,62,72,Female,101,0,0,1,0,1,0,0,0,0,0
29,76,93,Female,66,0,0,0,1,1,1,1,1,1,1
20,45,76,Male,51,0,0,0,1,0,1,0,1,1,1
29,80,93,Female,67,0,0,1,1,0,1,0,1,1,0
35,80,118,Female,117,1,1,1,0,1,0,0,0,0,1
37,79,81,Female,91,0,0,0,0,1,0,1,0,1,0
25,60,78,Female,48,0,0,0,0,0,1,1,0,1,0
40,59,101,Female,60,0,1,0,0,0,1,0,1,0,1
36,76,110,Female,114,0,1,1,1,0,0,0,1,0,1
39,73,71,Female,119,0,0,1,1,1,1,0,0,1,0
36,81,89,Female,84,1,0,1,0,0,1,0,1,0,0
28,49,75,Female,117,0,1,1,1,0,0,1,0,1,0
37,70,79,Female,98,1,0,0,1,0,0,0,1,1,1
36,52,106,Male,102,0,1,0,1,0,0,0,0,1,0
31,58,69,Female,56,1,0,1,1,1,0,0,0,0,0
39,68,113,Male,117,1,1,1,1,0,0,1,0,1,0
26,69,77,Male,77,1,0,0,0,1,1,1,1,1,0
32,65,104,Male,96,1,0,1,0,1,0,1,0,1,0
19,67,117,Male,99,1,0,1,0,0,1,0,0,1,1
34,60,95,Female,118,1,1,1,0,1,1,1,0,0,0
31,61,95,Female,53,0,0,1,0,1,1,0,1,1,0
43,77,110,Female,87,1,1,0,1,0,1,1,0,0,0
30,54,82,Male,64,1,1,1,1,1,0,0,0,0,0
34,55,113,Male,90,1,1,1,1,1,0,0,0,0,1
31,66,79,Female,95,1,0,1,0,1,1,0,0,1,1
38,78,87,Female,112,0,0,0,0,1,0,0,0,1,0
40,58,83,Male,54,1,0,0,1,1,0,1,1,0,0
43,50,109,Male,58,1,1,1,1,0,1,1,0,0,1
26,54,71,Male,101,0,0,0,0,1,1,1,1,0,0
41,78,84,Female,95,0,1,0,0,0,0,0,0,1,0
39,80,87,Male,58,0,0,0,1,1,0,1,1,1,1
35,58,105,Female,117,1,1,1,1,1,1,1,1,1,0
25,55,85,Male,117,1,1,0,1,0,1,0,0,0,0
26,66,95,Female,70,0,0,0,0,1,1,0,1,1,1
30,57,116,Female,51,0,1,1,0,0,0,0,0,1,1
20,80,86,Male,102,0,1,0,0,0,1,0,1,1,0
38,70,80,Female,113,1,0,1,0,1,0,1,0,0,1
29,72,113,Female,67,0,1,0,1,1,1,1,1,0,1
42,80,107,Male,119,1,1,1,0,0,0,0,0,0,1
30,78,80,Male,60,0,1,1,0,0,0,1,1,0,0
19,71,71,Female,57,1,0,0,1,0,1,1,1,0,0
24,56,94,Male,85,0,1,1,1,0,0,0,1,1,0
39,46,83,Female,83,1,1,0,0,0,0,1,1,0,1
33,78,94,Male,97,0,0,1,0,1,0,1,1,1,0
42,60,81,Female,52,1,1,0,1,0,0,1,1,1,1
44,67,86,Female,57,0,1,0,1,0,1,0,0,0,0
25,45,118,Male,67,1,1,0,1,1,1,1,0,1,0
41,71,75,Female,62,1,0,1,0,1,1,1,0,1,1
25,57,80,Female,106,0,1,0,0,1,1,0,1,0,0
22,70,100,Male,94,1,0,0,0,1,0,1,1,1,1
31,75,94,Female,100,0,0,1,0,0,1,0,0,0,0
42,68,78,Male,107,1,1,1,0,1,1,0,1,1,0
43,51,98,Female,78,1,1,1,1,0,1,1,1,0,0
42,60,105,Female,72,0,1,1,1,0,0,1,0,1,0
20,63,112,Female,112,0,1,1,0,0,0,0,1,0,1
21,77,82,Female,111,0,1,0,1,0,1,0,0,1,1
26,72,76,Male,71,0,1,1,1,0,0,0,1,1,1
25,62,89,Female,47,0,1,0,0,1,0,1,1,1,0
32,54,82,Male,73,1,0,0,1,0,1,1,0,1,0
34,78,98,Female,46,1,0,0,0,0,0,1,1,0,0
44,52,115,Female,100,1,0,0,0,0,1,0,1,1,0
32,56,106,Male,119,0,1,0,1,1,0,0,0,1,0
21,46,94,Female,45,1,0,0,1,0,0,1,0,1,0
20,45,110,Female,49,0,1,0,1,0,0,1,1,0,1
41,52,90,Female,70,0,1,1,0,1,1,1,1,1,1
44,51,85,Female,97,0,1,0,0,0,0,1,1,1,0
20,77,95,Female,50,1,0,1,0,0,0,0,1,1,1
23,70,106,Male,101,0,0,1,0,1,0,0,1,0,1
33,72,96,Female,76,0,0,0,0,1,1,1,1,1,1
40,80,97,Male,60,0,1,0,0,1,0,1,0,1,0
